system:index,BuildingDensity,Humidity,LST,Latitude,Longitude,NDVI,WindSpeed,.geo
3301,4392,98.09892851764836,35.987655020000034,12.727105774212296,77.40615137565298,0.19606087735004477,1.8145007212169282,"{""type"":""Point"",""coordinates"":[77.40615137565298,12.727105774212296]}"
3302,5088,98.02349241568258,38.76650528000005,12.995489719471628,77.57091357790793,0.32646225199690804,2.153173649916559,"{""type"":""Point"",""coordinates"":[77.57091357790793,12.995489719471628]}"
3303,0,98.04026078632661,37.11560162000001,12.773229407964692,77.73013680060899,0.27044025157232704,2.315883213853999,"{""type"":""Point"",""coordinates"":[77.73013680060899,12.773229407964692]}"
3304,0,98.31975855293078,35.23227259999999,12.61707173982306,77.58326396794483,0.5184079601990049,2.027874282973198,"{""type"":""Point"",""coordinates"":[77.58326396794483,12.61707173982306]}"
3305,0,98.04272423147565,42.18794330000003,13.024287090127928,77.316262496814,0.42875078468298805,1.8860726766091243,"{""type"":""Point"",""coordinates"":[77.316262496814,13.024287090127928]}"
3306,0,97.65948775503173,45.92383916000006,13.409691405068951,77.6539249576969,0.16887890545231773,2.147366347093695,"{""type"":""Point"",""coordinates"":[77.6539249576969,13.409691405068951]}"
3307,0,98.02234093708785,32.01591578,12.785339254035083,77.30572561141089,0.6878121878121878,1.7850403581205085,"{""type"":""Point"",""coordinates"":[77.30572561141089,12.785339254035083]}"
3308,620,98.02028016531219,37.37537114000003,13.049036987954555,77.54502597464447,0.5053091817613992,2.032228111781052,"{""type"":""Point"",""coordinates"":[77.54502597464447,13.049036987954555]}"
3309,450,97.77260849599254,41.77436288000001,13.31928376383149,77.441055858805,0.3049525816649104,1.9861909699113183,"{""type"":""Point"",""coordinates"":[77.441055858805,13.31928376383149]}"
3310,4101,97.98671424079916,36.54137426,13.05602490268618,77.59625393223985,0.22340204039142203,2.1507031211667558,"{""type"":""Point"",""coordinates"":[77.59625393223985,13.05602490268618]}"
3311,60,98.04026078632661,34.13850620000005,12.824072661032215,77.73721706791142,0.5563298490127758,2.315883213853999,"{""type"":""Point"",""coordinates"":[77.73721706791142,12.824072661032215]}"
3312,5638,97.98671424079916,39.25186412000005,13.087804338354388,77.55736598030765,0.22055079842629022,2.1507031211667558,"{""type"":""Point"",""coordinates"":[77.55736598030765,13.087804338354388]}"
3313,0,97.97902404269689,43.27829168000005,13.136643803448735,77.46499583097969,0.28109645720196536,2.072845077961183,"{""type"":""Point"",""coordinates"":[77.46499583097969,13.136643803448735]}"
3314,0,97.90946085010977,38.13075356000002,12.855263142329386,77.77028566555958,0.3033492822966507,2.3886817593121252,"{""type"":""Point"",""coordinates"":[77.77028566555958,12.855263142329386]}"
3315,0,97.76131899391149,42.59126966000002,13.08802371268483,77.90620122543088,0.35768327680667883,2.29644332730507,"{""type"":""Point"",""coordinates"":[77.90620122543088,13.08802371268483]}"
3316,1200,97.72308614487922,39.36124075999999,12.780626353840605,77.96189624187409,0.2871243207275147,2.3919882052754136,"{""type"":""Point"",""coordinates"":[77.96189624187409,12.780626353840605]}"
3317,348,97.65948775503173,43.28170970000002,13.352583816270748,77.72540158775011,0.22494669509594883,2.147366347093695,"{""type"":""Point"",""coordinates"":[77.72540158775011,13.352583816270748]}"
3318,0,98.12165303635125,37.00964299999998,12.669556766798092,77.68726045374186,0.44952058657642413,2.241843224411608,"{""type"":""Point"",""coordinates"":[77.68726045374186,12.669556766798092]}"
3319,0,97.68676507656336,41.84272328000003,13.16282180924187,77.92839441673912,0.2548294286888615,2.2775692077794716,"{""type"":""Point"",""coordinates"":[77.92839441673912,13.16282180924187]}"
3320,4241,98.02028016531219,37.99745078000001,12.968162250499079,77.5139361279769,0.5860174781523096,2.032228111781052,"{""type"":""Point"",""coordinates"":[77.5139361279769,12.968162250499079]}"
3321,0,98.04980015703467,46.13917442000002,12.866906809335983,77.351227108193,0.19073916737468138,1.8856645994472858,"{""type"":""Point"",""coordinates"":[77.351227108193,12.866906809335983]}"
3322,3946,97.88870473390288,38.39052307999998,12.97004237709273,77.75180867890347,0.34687882496940026,2.3197253373135642,"{""type"":""Point"",""coordinates"":[77.75180867890347,12.97004237709273]}"
3323,0,97.88870473390288,44.61473750000005,13.043997824113456,77.78167700411974,0.19765533411488864,2.3197253373135642,"{""type"":""Point"",""coordinates"":[77.78167700411974,13.043997824113456]}"
3324,0,98.20999296339882,35.676615200000015,12.587314132366515,77.73254476186317,0.4240924092409241,2.1357789976578787,"{""type"":""Point"",""coordinates"":[77.73254476186317,12.587314132366515]}"
3325,0,97.7704163668057,39.72696890000003,13.198566092160538,77.83014835706999,0.20852303769805136,2.2477795159460836,"{""type"":""Point"",""coordinates"":[77.83014835706999,13.198566092160538]}"
